,h3_09,SHAPE
414,8928d590047ffff,"""{\""rings\"":[[[-122.95904139699996,47.02454632000007],[-122.96160196899996,47.024307435000026],[-122.96299488499994,47.025623826000071],[-122.96182723399994,47.027179121000074],[-122.95926657999996,47.027418023000052],[-122.95787365899997,47.026101613000037],[-122.95904139699996,47.02454632000007]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
415,8928d59ad13ffff,"""{\""rings\"":[[[-122.88949791599998,47.075837505000038],[-122.89206131099996,47.07559989300006],[-122.89345458099996,47.076916243000028],[-122.89228445899994,47.078470226000036],[-122.88972098099998,47.07870785700004],[-122.88832770799996,47.077391486000067],[-122.88949791599998,47.075837505000038]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
416,8928d59130bffff,"""{\""rings\"":[[[-122.88442680399999,47.060404605000031],[-122.88698982699998,47.060167171000046],[-122.88838280799996,47.061483953000049],[-122.88721276999996,47.063038189000054],[-122.88464966499998,47.063275641000075],[-122.88325667999999,47.061958840000045],[-122.88442680399999,47.060404605000031]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
417,8928d59108fffff,"""{\""rings\"":[[[-122.89010839999997,47.033847903000037],[-122.89267051899998,47.033610464000049],[-122.89406310599998,47.034927756000059],[-122.892893577,47.036482507000073],[-122.89033137599995,47.036719963000053],[-122.88893878599998,47.035402652000073],[-122.89010839999997,47.033847903000037]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
418,8928d59a5bbffff,"""{\""rings\"":[[[-122.84024695899996,47.039903335000076],[-122.84281017299998,47.039666945000079],[-122.84420250699998,47.040984903000037],[-122.84303163099997,47.042539271000066],[-122.84046833399998,47.042775678000055],[-122.83907599699995,47.04145770000008],[-122.84024695899996,47.039903335000076]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
419,8928f3649cfffff,"""{\""rings\"":[[[-122.84945354199999,47.008673157000032],[-122.85201564799996,47.008436707000044],[-122.85340753699995,47.00975522400006],[-122.85223732299994,47.011310210000033],[-122.84967513499998,47.011546677000069],[-122.84828324299997,47.010228140000038],[-122.84945354199999,47.008673157000032]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
420,8928d5915a3ffff,"""{\""rings\"":[[[-122.92413227999998,47.023457822000069],[-122.92669346099996,47.02321969500008],[-122.92808611699996,47.024536674000046],[-122.92691759399997,47.026091799000028],[-122.92435632999997,47.026329944000054],[-122.92296367199998,47.025012945000071],[-122.92413227999998,47.023457822000069]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
421,8928d5910abffff,"""{\""rings\"":[[[-122.89428621199994,47.037799730000074],[-122.89684837299995,47.037562183000034],[-122.89824105399998,47.038879319000046],[-122.89707157699996,47.040434020000077],[-122.89450933299997,47.040671585000041],[-122.89311664899998,47.03935443000006],[-122.89428621199994,47.037799730000074]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
422,8928d591343ffff,"""{\""rings\"":[[[-122.87673741099997,47.061116583000057],[-122.87930059599995,47.060879312000054],[-122.88069353499998,47.062196202000052],[-122.87952329199999,47.06375038300007],[-122.87696002499996,47.063987672000053],[-122.87556708199998,47.062670763000028],[-122.87673741099997,47.061116583000057]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
423,8928d5910c7ffff,"""{\""rings\"":[[[-122.88242171899998,47.034559895000029],[-122.88498399999997,47.034322618000033],[-122.88637654499996,47.035640018000038],[-122.88520681099999,47.037194714000066],[-122.88264444799995,47.037432008000053],[-122.8812519,47.036114588000032],[-122.88242171899998,47.034559895000029]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
424,8928d5915dbffff,"""{\""rings\"":[[[-122.90063263399998,47.019853605000037],[-122.90319413799995,47.019616002000078],[-122.90458656999999,47.020933441000068],[-122.90341749999999,47.022488503000034],[-122.90085591299999,47.022726125000077],[-122.89946347899996,47.02140866600007],[-122.90063263399998,47.019853605000037]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
425,8928d59ad83ffff,"""{\""rings\"":[[[-122.89300823099995,47.071175354000047],[-122.89557142099994,47.070937686000036],[-122.89696463999996,47.072254086000044],[-122.89579467099998,47.073808173000032],[-122.89323139899994,47.074045858000034],[-122.89183817699995,47.072729439000057],[-122.89300823099995,47.071175354000047]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
426,8928d59a117ffff,"""{\""rings\"":[[[-122.83806178299994,47.061797671000079],[-122.84062569599996,47.061561232000031],[-122.84201837299997,47.062878729000033],[-122.84084713999999,47.064432686000032],[-122.83828314399994,47.06466914300006],[-122.83689046399996,47.063351626000042],[-122.83806178299994,47.061797671000079]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
427,8928d591303ffff,"""{\""rings\"":[[[-122.88815983099994,47.05861288300008],[-122.89072273199997,47.058375376000072],[-122.89211570999998,47.059692139000049],[-122.89094579099998,47.061246428000061],[-122.88838280799996,47.061483953000049],[-122.88698982699998,47.060167171000046],[-122.88815983099994,47.05861288300008]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
428,8928d59137bffff,"""{\""rings\"":[[[-122.88091627999995,47.065067204000059],[-122.88347950699995,47.064829825000061],[-122.88487254099999,47.066146558000071],[-122.88370234899998,47.067700690000038],[-122.88113903899995,47.067938087000073],[-122.87974600299998,47.066621334000047],[-122.88091627999995,47.065067204000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
429,8928d590217ffff,"""{\""rings\"":[[[-122.94412621799995,47.031721989000062],[-122.94668728099998,47.031483394000077],[-122.94808021099999,47.032799863000037],[-122.94691208199998,47.034354947000054],[-122.94435093799996,47.034593559000029],[-122.94295800399999,47.033277071000043],[-122.94412621799995,47.031721989000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
430,8928d591087ffff,"""{\""rings\"":[[[-122.89384001399998,47.032055662000062],[-122.89640201099996,47.031818151000039],[-122.89779459399995,47.033135423000033],[-122.89662518399996,47.034690227000056],[-122.89406310599998,47.034927756000059],[-122.89267051899998,47.033610464000049],[-122.89384001399998,47.032055662000062]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
431,8928d59160bffff,"""{\""rings\"":[[[-122.85518173599996,47.032739348000064],[-122.85774446099998,47.032502668000063],[-122.85913678399999,47.033820548000051],[-122.85796638399995,47.035375128000055],[-122.85540357699995,47.035611826000036],[-122.85401125099997,47.034293926000032],[-122.85518173599996,47.032739348000064]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
432,8928f364b8fffff,"""{\""rings\"":[[[-122.83474311399999,47.018711231000054],[-122.83730579099995,47.018475055000067],[-122.83869773999999,47.019793582000034],[-122.83752701499998,47.021348304000071],[-122.83496425599998,47.021584498000038],[-122.83357230399997,47.020265952000045],[-122.83474311399999,47.018711231000054]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
433,8928d59188fffff,"""{\""rings\"":[[[-122.94704872699998,47.069043072000056],[-122.94961085899996,47.068804248000049],[-122.95100442099999,47.070119824000074],[-122.94983585399996,47.071674245000054],[-122.94727363899995,47.071913087000041],[-122.94588007399994,47.070597491000058],[-122.94704872699998,47.069043072000056]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
434,8928d591613ffff,"""{\""rings\"":[[[-122.85869288399999,47.028075407000074],[-122.86125540499995,47.02783867200003],[-122.86264767599999,47.029156601000068],[-122.86147742999998,47.030711285000052],[-122.85891482699998,47.030948038000076],[-122.85752255199998,47.029630089000079],[-122.85869288399999,47.028075407000074]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
435,8928d591397ffff,"""{\""rings\"":[[[-122.89517878499998,47.049286430000052],[-122.89774127599998,47.04904881300007],[-122.89913415099994,47.050365674000034],[-122.89796453799994,47.051920171000063],[-122.89540196499996,47.052157806000025],[-122.89400908699997,47.050840926000035],[-122.89517878499998,47.049286430000052]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
436,8928f364913ffff,"""{\""rings\"":[[[-122.85713969699998,47.007963646000064],[-122.85970164099996,47.007727034000027],[-122.86109357199996,47.009045443000048],[-122.859923563,47.010600484000065],[-122.85736153699997,47.010837113000036],[-122.85596960299995,47.009518685000046],[-122.85713969699998,47.007963646000064]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
437,8928d591113ffff,"""{\""rings\"":[[[-122.91406047499999,47.04319588900006],[-122.91662243499997,47.042957892000061],[-122.91801534299998,47.044274586000029],[-122.91684629299999,47.045829297000068],[-122.91428424999998,47.046067312000048],[-122.91289133899994,47.044750598000064],[-122.91406047499999,47.04319588900006]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
438,8928d590233ffff,"""{\""rings\"":[[[-122.94830506099999,47.035671347000061],[-122.95086616499998,47.035432644000025],[-122.95225918899996,47.036748957000043],[-122.95109111199997,47.038303991000078],[-122.94852992599999,47.038542712000037],[-122.94713689799994,47.03722638000005],[-122.94830506099999,47.035671347000061]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
439,8928d59adbbffff,"""{\""rings\"":[[[-122.89718793799995,47.07512450400003],[-122.89975116999994,47.07488672900007],[-122.90114448299994,47.076202972000033],[-122.89997456599997,47.077757010000028],[-122.89741125099999,47.077994803000081],[-122.89601793499997,47.076678540000046],[-122.89718793799995,47.07512450400003]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
440,8928d59162fffff,"""{\""rings\"":[[[-122.86726913099994,47.038854631000049],[-122.86983181899996,47.038617663000025],[-122.87122432699999,47.039935210000067],[-122.87005414999999,47.041489745000035],[-122.86749137899994,47.04172673100004],[-122.86609886799999,47.040409164000039],[-122.86726913099994,47.038854631000049]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
441,8928d5913b3ffff,"""{\""rings\"":[[[-122.89935746199995,47.053236963000074],[-122.90191999499996,47.052999238000041],[-122.90331296399995,47.054315942000073],[-122.90214340299997,47.055870391000042],[-122.89958078799998,47.056108133000066],[-122.89818781499997,47.054791410000064],[-122.89935746199995,47.053236963000074]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
442,8928d591137ffff,"""{\""rings\"":[[[-122.92614926399995,47.049302609000051],[-122.92871118599999,47.049064323000039],[-122.93010427799999,47.050380684000061],[-122.92893545199996,47.051935350000065],[-122.92637344699995,47.052173653000068],[-122.92498035099999,47.050857273000076],[-122.92614926399995,47.049302609000051]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
443,8928d59024fffff,"""{\""rings\"":[[[-122.92920716899999,47.038895654000044],[-122.93176872199996,47.038657348000072],[-122.93316166599999,47.039973896000049],[-122.93199305899998,47.041528768000035],[-122.92943142399997,47.041767091000054],[-122.92803847799996,47.04045052400005],[-122.92920716899999,47.038895654000044]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
444,8928d59022bffff,"""{\""rings\"":[[[-122.94480041999998,47.040336341000057],[-122.94736172999995,47.040097693000064],[-122.94875480599995,47.041413956000042],[-122.94758657599999,47.042968887000029],[-122.94502518399997,47.043207553000059],[-122.94363210499995,47.041891270000065],[-122.94480041999998,47.040336341000057]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
445,8928d5918c7ffff,"""{\""rings\"":[[[-122.93936200299999,47.069759220000037],[-122.94192429899999,47.069520558000079],[-122.94331781899996,47.070836243000031],[-122.94214904699999,47.072390609000081],[-122.93958666899999,47.07262928800003],[-122.93819314499996,47.071313584000052],[-122.93936200299999,47.069759220000037]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
446,8928d59164bffff,"""{\""rings\"":[[[-122.84375953799997,47.035240030000068],[-122.84632254699994,47.035003586000073],[-122.84771482999997,47.036321593000025],[-122.84654410699994,47.037876065000034],[-122.84398101499994,47.038112527000067],[-122.84258872899994,47.036794500000042],[-122.84375953799997,47.035240030000068]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
447,8928d5913cfffff,"""{\""rings\"":[[[-122.88024808999995,47.056453837000049],[-122.88281107099999,47.05621651000007],[-122.88420395799994,47.057533449000061],[-122.88303386799998,47.059087735000048],[-122.88047080499996,47.059325079000075],[-122.87907791499998,47.058008121000057],[-122.88024808999995,47.056453837000049]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
448,8928d591153ffff,"""{\""rings\"":[[[-122.90264268199996,47.045701973000064],[-122.90520492799999,47.04546421100008],[-122.90659779599997,47.046781032000069],[-122.90542842199994,47.048335636000047],[-122.90286609399999,47.048573416000067],[-122.90147322199999,47.047256575000063],[-122.90264268199996,47.045701973000064]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
449,8928d59026bffff,"""{\""rings\"":[[[-122.93338605099996,47.042845247000059],[-122.93594764599999,47.042606834000026],[-122.93734068399999,47.043923224000025],[-122.93617212899994,47.045478047000074],[-122.93361045199998,47.045716478000031],[-122.93221741199994,47.044400068000073],[-122.93338605099996,47.042845247000059]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
450,8928d59a187ffff,"""{\""rings\"":[[[-122.84157543199996,47.057135599000048],[-122.84413914099997,47.056899104000081],[-122.84553176699995,47.058216651000066],[-122.84436068699995,47.059770712000045],[-122.84179689499996,47.06000722400006],[-122.84040426599995,47.058689658000048],[-122.84157543199996,47.057135599000048]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
451,8928f364817ffff,"""{\""rings\"":[[[-122.83341656799996,47.001469118000045],[-122.83597874999998,47.001233047000028],[-122.83737040799997,47.002551985000025],[-122.83619988699996,47.004107014000056],[-122.83363762299996,47.004343103000053],[-122.83224596199994,47.00302414500004],[-122.83341656799996,47.001469118000045]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
452,8928d591ddbffff,"""{\""rings\"":[[[-122.95756430599999,47.055051744000025],[-122.96012582299994,47.054812755000057],[-122.96151922899998,47.056128479000051],[-122.96035112099997,47.057683212000029],[-122.95778952199998,47.057922218000044],[-122.95639611199999,47.056606475000081],[-122.95756430599999,47.055051744000025]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
453,8928d591667ffff,"""{\""rings\"":[[[-122.85958074199999,47.039565211000081],[-122.862143592,47.039328405000049],[-122.86353605799997,47.040646060000029],[-122.86236567599997,47.042200539000078],[-122.85980274399998,47.042437362000044],[-122.85841027499998,47.041119688000038],[-122.85958074199999,47.039565211000081]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
454,8928d590287ffff,"""{\""rings\"":[[[-122.94763055599998,47.027056536000032],[-122.95019141299997,47.02681788700005],[-122.95158429099996,47.02813440500006],[-122.95041631599997,47.029689592000068],[-122.94785537599995,47.029928260000077],[-122.94646249399995,47.028611722000051],[-122.94763055599998,47.027056536000032]]],\""spatialReference\"":{\""wkid\"":4326,\""latestWkid\"":4326}}"""
